"Date","Longitude","Latitude","Elevation","Max Temperature","Min Temperature","Precipitation","Wind","Relative Humidity","Solar",
"1/1/1979","-62.1875","-30.4423007965088","75","34.968","18.019","0.3467558304","3.45973067989753","0.539944798214584","32.4563112",
"1/2/1979","-62.1875","-30.4423007965088","75","32.055","21.653","10.09969308","3.18295215117942","0.810695529590546","20.98575234",
"1/3/1979","-62.1875","-30.4423007965088","75","32.643","19.994","0","3.5297626251569","0.638956009104623","28.4069835",
"1/4/1979","-62.1875","-30.4423007965088","75","33.438","19.572","0","3.43078203926872","0.480420310229324","30.2228424",
"1/5/1979","-62.1875","-30.4423007965088","75","35.729","20.306","0","3.14961443294884","0.445069595526059","30.73488102",
"1/6/1979","-62.1875","-30.4423007965088","75","35.078","20.86","5.386731696","3.89730760317196","0.525130475369996","25.91347032",
"1/7/1979","-62.1875","-30.4423007965088","75","31.511","18.435","14.1775236","3.91155107573243","0.644331521854513","25.9303509",
"1/8/1979","-62.1875","-30.4423007965088","75","35.209","20.347","0","4.37472021240394","0.386730453514735","32.97437298",
"1/9/1979","-62.1875","-30.4423007965088","75","36.087","20.501","0","3.3890235707352","0.379796804801132","26.60236848",
"1/10/1979","-62.1875","-30.4423007965088","75","35.307","26.974","0.411986664","3.35184960919874","0.483311390352326","15.34027608",
"1/11/1979","-62.1875","-30.4423007965088","75","36.464","24.85","4.7661747264","4.1180659197549","0.626912816436484","12.7377594",
"1/12/1979","-62.1875","-30.4423007965088","75","37.935","25.426","0.147629052","5.22169654725534","0.441499996469375","29.14238844",
"1/13/1979","-62.1875","-30.4423007965088","75","36.365","25.246","0.686645748","4.09537941219732","0.522787533440729","21.36538692",
"1/14/1979","-62.1875","-30.4423007965088","75","30.302","21.819","14.8040742384","3.30525286555702","0.772710585490083","12.12671538",
"1/15/1979","-62.1875","-30.4423007965088","75","34.065","22.473","28.99701","2.68417764731769","0.710406316550196","20.96617932",
"1/16/1979","-62.1875","-30.4423007965088","75","36.341","22.566","6.908511816","2.65362335206254","0.581594252227402","21.8193804",
"1/17/1979","-62.1875","-30.4423007965088","75","37.907","24.384","19.2809801592","3.17615160636069","0.585806677102708","12.48806214",
"1/18/1979","-62.1875","-30.4423007965088","75","34.103","22.336","7.1823125808","3.59920503616885","0.664538991031106","18.06075234",
"1/19/1979","-62.1875","-30.4423007965088","75","34.567","23.634","0.09441378","3.03945006615561","0.564232823148813","20.1063933",
"1/20/1979","-62.1875","-30.4423007965088","75","36.852","23.341","0","1.88593535146955","0.455642872622456","31.5788607",
"1/21/1979","-62.1875","-30.4423007965088","75","36.498","24.613","1.579284","2.57466708341919","0.484101705407891","13.978238328",
"1/22/1979","-62.1875","-30.4423007965088","75","35.475","24.326","14.57919648","3.26083632377348","0.662987514844018","28.54558296",
"1/23/1979","-62.1875","-30.4423007965088","75","33.11","22.629","33.1838785368","4.89522957860363","0.732321318297251","25.49362932",
"1/24/1979","-62.1875","-30.4423007965088","75","35.53","21.91","0.0240325992","2.07339083687522","0.673904806905197","27.2512197",
"1/25/1979","-62.1875","-30.4423007965088","75","38.167","24.613","0.04634856","1.69043666363208","0.568521964964048","26.445934728",
"1/26/1979","-62.1875","-30.4423007965088","75","37.698","28.799","0","2.55612252743324","0.472919255461172","16.687296972",
"1/27/1979","-62.1875","-30.4423007965088","75","31.682","19.469","58.193176572","4.81215129239501","0.812563396591891","5.481336708",
"1/28/1979","-62.1875","-30.4423007965088","75","29.193","18.468","0","3.83912163111725","0.582417980170184","29.3784723",
"1/29/1979","-62.1875","-30.4423007965088","75","33.077","16.472","0","2.40895200301875","0.40594594805116","32.70094011",
"1/30/1979","-62.1875","-30.4423007965088","75","35.756","19.938","0","1.79794660732135","0.465802345297031","31.92299892",
"1/31/1979","-62.1875","-30.4423007965088","75","36.418","21.613","0","2.32836810585975","0.419498441116843","28.18856124",
"2/1/1979","-62.1875","-30.4423007965088","75","37.117","22.17","0","2.54157047913609","0.418839318481264","30.3089058",
"2/2/1979","-62.1875","-30.4423007965088","75","36.105","22.939","1.92604068","2.4447655815783","0.453846728456579","20.5762005",
"2/3/1979","-62.1875","-30.4423007965088","75","38.452","25.352","2.45904984","3.12768169186941","0.515378832684376","16.53643512",
"2/4/1979","-62.1875","-30.4423007965088","75","39.124","25.471","1.12781556","3.88408400774561","0.455682284010615","25.52416074",
"2/5/1979","-62.1875","-30.4423007965088","75","32.203","22.641","2.2436130384","4.45167851252533","0.674065540128744","21.5500509",
"2/6/1979","-62.1875","-30.4423007965088","75","34.114","20.608","0.33473952","1.64545699926889","0.605867599305256","19.56425526",
"2/7/1979","-62.1875","-30.4423007965088","75","34.645","21.457","2.1354683544","3.06510544069253","0.564554621682858","17.43811632",
"2/8/1979","-62.1875","-30.4423007965088","75","33.579","20.145","0.27122508","3.0510070908663","0.483486248211416","30.42652572",
"2/9/1979","-62.1875","-30.4423007965088","75","25.842","21.823","12.422705868","2.0942289143272","0.747874114394559","3.166482222",
"2/10/1979","-62.1875","-30.4423007965088","75","32.347","21.051","18.31970412","1.92470058658419","0.832208928426829","28.57921929",
"2/11/1979","-62.1875","-30.4423007965088","75","27.526","21.433","44.4465343584","4.79705540508991","0.860038366659258","15.440452218",
"2/12/1979","-62.1875","-30.4423007965088","75","33.534","20.528","0","2.70044073990091","0.680476285794551","30.13131825",
"2/13/1979","-62.1875","-30.4423007965088","75","37.531","24.416","0","1.34470019206075","0.535900735096531","25.422023268",
"2/14/1979","-62.1875","-30.4423007965088","75","36.493","22.966","0","3.13107525095792","0.445202665133844","29.41480908",
"2/15/1979","-62.1875","-30.4423007965088","75","27.34","16.881","180.15000768","5.44992364972811","0.837817575917755","0.741093768",
"2/16/1979","-62.1875","-30.4423007965088","75","21.769","16.764","17.67425112","4.03432396621988","0.946918599731839","10.53219294",
"2/17/1979","-62.1875","-30.4423007965088","75","28.664","17.818","1.2359618136","3.57034098631861","0.806347413872551","28.017562752",
"2/18/1979","-62.1875","-30.4423007965088","75","30.498","18.534","0","2.89084489859923","0.712900303458209","29.33488656",
"2/19/1979","-62.1875","-30.4423007965088","75","31.531","18.445","10.783770912","2.83772769031574","0.735249250416952","22.62268404",
"2/20/1979","-62.1875","-30.4423007965088","75","23.082","18.997","35.330493456","3.78621815348455","0.871669290665894","10.18687158",
"2/21/1979","-62.1875","-30.4423007965088","75","30.515","16.646","0","2.07697988195352","0.630533220027516","29.82419964",
"2/22/1979","-62.1875","-30.4423007965088","75","30.214","16.085","0","2.08548707076827","0.523803081172401","29.77914672",
"2/23/1979","-62.1875","-30.4423007965088","75","31.212","20.258","0","1.93787385103523","0.620330920896409","23.80303242",
"2/24/1979","-62.1875","-30.4423007965088","75","33.952","20.993","0","1.84757382666161","0.600190938324398","25.15932468",
"2/25/1979","-62.1875","-30.4423007965088","75","34.974","23.162","0.765609552","1.54231020801347","0.57610429180015","19.80095346",
"2/26/1979","-62.1875","-30.4423007965088","75","31.539","24.183","0.6849288","1.63147217074427","0.639179006813306","12.67396686",
"2/27/1979","-62.1875","-30.4423007965088","75","29.589","23.224","17.476852356","3.55848028162805","0.826114021328501","26.918209368",
"2/28/1979","-62.1875","-30.4423007965088","75","28.318","19.394","18.32828148","2.97460878193383","0.845290260968334","18.477333288",
"3/1/1979","-62.1875","-30.4423007965088","75","29.025","14.832","0","3.20716802994452","0.451509550896534","28.19345292",
"3/2/1979","-62.1875","-30.4423007965088","75","30.249","15.534","0","3.99853389609525","0.53083506908743","28.43982792",
"3/3/1979","-62.1875","-30.4423007965088","75","30.961","18.589","2.674485612","3.67535861014275","0.699826551124415","17.195285088",
"3/4/1979","-62.1875","-30.4423007965088","75","30.641","24.034","27.34908876","4.23837497235266","0.861709915627279","24.76209654",
"3/5/1979","-62.1875","-30.4423007965088","75","28.965","23.797","10.03876056","1.87004419503246","0.913582923498612","9.62049546",
"3/6/1979","-62.1875","-30.4423007965088","75","30.91","22.94","9.712580328","3.3220075879843","0.884479299909696","7.66254726",
"3/7/1979","-62.1875","-30.4423007965088","75","20.356","12.797","11.7210312","4.54432241070657","0.611142285962163","8.809366968",
"3/8/1979","-62.1875","-30.4423007965088","75","15.636","11.494","5.500026","2.40186988146291","0.809715990083169","1.54884366",
"3/9/1979","-62.1875","-30.4423007965088","75","19.696","15.026","5.6785527432","3.62686550529148","0.907440890683707","7.3423125",
"3/10/1979","-62.1875","-30.4423007965088","75","27.584","14.374","0.0274658184","3.02854188805812","0.724112128152053","26.6402187",
"3/11/1979","-62.1875","-30.4423007965088","75","27.709","15.579","0","3.36318995000244","0.644445474877388","26.454368952",
"3/12/1979","-62.1875","-30.4423007965088","75","26.263","17.626","0","3.01188570456183","0.650939880335569","15.462166392",
"3/13/1979","-62.1875","-30.4423007965088","75","28.22","17.366","0.305556804","2.43759538174672","0.672428290633637","21.6363348",
"3/14/1979","-62.1875","-30.4423007965088","75","32.132","19.411","0.1132965","1.81119276370337","0.594676364102604","23.27562891",
"3/15/1979","-62.1875","-30.4423007965088","75","30.363","20.046","0","2.87336546705308","0.602941429080003","18.998880732",
"3/16/1979","-62.1875","-30.4423007965088","75","31.136","18.168","0","2.61782272874355","0.620370392770408","25.74112464",
"3/17/1979","-62.1875","-30.4423007965088","75","31.439","18.393","0","3.10872897706643","0.613392894927519","25.664450472",
"3/18/1979","-62.1875","-30.4423007965088","75","32.966","19.332","0","3.36172401179712","0.620355149677989","25.022644128",
"3/19/1979","-62.1875","-30.4423007965088","75","34.713","22.495","3.26328552","2.50161256653932","0.642632374842492","11.292751188",
"3/20/1979","-62.1875","-30.4423007965088","75","30.593","21.628","14.750869752","2.25420487378175","0.87717842288325","19.290203928",
"3/21/1979","-62.1875","-30.4423007965088","75","26.861","19.163","3.6426555","2.05966038695012","0.869328751487639","12.3036714",
"3/22/1979","-62.1875","-30.4423007965088","75","22.725","14.736","12.435153336","4.6471024729789","0.907117838389235","4.26414258",
"3/23/1979","-62.1875","-30.4423007965088","75","22.73","13.413","0.367355376","3.95456872319204","0.788222562433523","19.819570608",
"3/24/1979","-62.1875","-30.4423007965088","75","25.085","12.099","0","2.33015884693747","0.753680499876748","24.25652388",
"3/25/1979","-62.1875","-30.4423007965088","75","26.872","13.784","0","3.32297525078808","0.703530294486384","24.26259924",
"3/26/1979","-62.1875","-30.4423007965088","75","26.299","14.993","0","2.80077744058367","0.630326586840668","19.68373566",
"3/27/1979","-62.1875","-30.4423007965088","75","25.778","18.138","0.161361864","2.5615612691337","0.697619549139458","11.62575342",
"3/28/1979","-62.1875","-30.4423007965088","75","27.345","16.362","5.4485340624","1.81641288861093","0.801746346609743","20.03624802",
"3/29/1979","-62.1875","-30.4423007965088","75","31.606","16.797","0","1.4212729792779","0.694589436548842","23.304209832",
"3/30/1979","-62.1875","-30.4423007965088","75","28.598","20.45","0.0343322784","2.2890061275595","0.686589251850955","12.383325",
"3/31/1979","-62.1875","-30.4423007965088","75","28.002","18.907","0.08239752","2.61905716547593","0.701165462341283","14.848026912",
"4/1/1979","-62.1875","-30.4423007965088","75","29.069","16.628","0","3.40759702546751","0.662427012274268","22.693330008",
"4/2/1979","-62.1875","-30.4423007965088","75","30.007","15.911","18.49822596","2.66051874813622","0.82573680604645","19.15009308",
"4/3/1979","-62.1875","-30.4423007965088","75","19.766","13.266","12.459184956","4.83063506531969","0.821618319915258","9.79222536",
"4/4/1979","-62.1875","-30.4423007965088","75","12.261","9.93700000000001","36.8711208","6.24566960544633","0.947615013759275","1.198292688",
"4/5/1979","-62.1875","-30.4423007965088","75","15.348","9.89100000000002","7.3471043664","3.78462816937757","0.824063873757491","12.3764022",
"4/6/1979","-62.1875","-30.4423007965088","75","20.849","8.13200000000001","0.02746584","1.95475344253018","0.710766502395615","22.60799514",
"4/7/1979","-62.1875","-30.4423007965088","75","22.246","8.63400000000001","0","2.33125923529537","0.703753831175451","22.3566741",
